search URL:,https://patents.google.com/?q=testosterone,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20040087564A1,Delivery composition and method ,"Wright D. Craig, Mauk John E.","D. Wright, John Mauk",31/10/02,31/10/02,6/05/04,,https://patents.google.com/patent/US20040087564A1/en
US20070173546A1,Selective androgen receptor modulators and method of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",24/08/00,17/08/06,26/07/07,,https://patents.google.com/patent/US20070173546A1/en
US20010023261A1,Novel composition for the transdermal administration of drugs ,Lg Chemical Limited.,"Je-Phil Ryoo, Mi-Suk Choi, Jong-Kun Choi",27/01/97,12/12/00,20/09/01,,https://patents.google.com/patent/US20010023261A1/en
US20060122262A1,Use of equol for treating androgen mediated diseases ,"Lephart Edwin D, Lund Trent D, Setchell Kenneth David R, Handa Robert J","Edwin Lephart, Trent Lund, Kenneth David Setchell, Robert Handa",29/10/02,29/10/03,8/06/06,,https://patents.google.com/patent/US20060122262A1/en
WO2003074473A2,Irreversible selective androgen receptor modulators and methods of use thereof ,University Of Tennessee Research Foundation,"James Dalton, Duane D. Miller, Mitchell S. Steiner, Karen A. Veverka, Leonid I. Kirkovsky, Arnab Mukherjee, Dong Jin Hwang, Huiping Xu",28/02/02,24/02/03,12/09/03,,https://patents.google.com/patent/WO2003074473A2/en
US20110142945A1,Hydrophobic Active Agent Compositions and Related Methods ,Lipocine Inc.,"Feng-Jing Chen, Kathryn Gutke, Srinivasan Venkateshwaran, Mahesh V. Patel",17/12/02,17/02/11,16/06/11,,https://patents.google.com/patent/US20110142945A1/en
US4828985A,"Antibodies against the complex of a small molecule and its binding protein, their preparation and their use in diagnostic methods ",Cambridge Patent Developments Limited,Colin H. Self,12/06/84,11/06/85,9/05/89,9/05/89,https://patents.google.com/patent/US4828985A/en
US20100279988A1,Transdermal delivery system for hormones and steroids ,Acrux Dds Pty Ltd.,"Kerrie Setiawan, Adam Watkinson",2/11/07,31/10/08,4/11/10,,https://patents.google.com/patent/US20100279988A1/en
US5855548A,Venous flow control element for maintaining penile erection ,"Vivus, Incorporated",Virgil A. Place,14/06/96,10/01/97,5/01/99,5/01/99,https://patents.google.com/patent/US5855548A/en
WO2004045518A2,Open chain prolyl urea-related modulators of androgen receptor function ,Bristol-Myers Squibb Company,"Lawrence G. Hamann, David J. Augeri, Mark C. Manfredi",15/11/02,13/11/03,3/06/04,,https://patents.google.com/patent/WO2004045518A2/en
US20040022820A1,Reversed liquid crystalline phases with non-paraffin hydrophobes ,David Anderson,David Anderson,28/11/01,13/06/03,5/02/04,,https://patents.google.com/patent/US20040022820A1/en
WO2001043775A2,Hydroxide-releasing agents as skin permeation enhancers ,"Dermatrends, Inc.","Eric C. Luo, Eric C. Jacobson, Tsung-Min Hsu, Russell Macy",16/12/99,15/12/00,21/06/01,,https://patents.google.com/patent/WO2001043775A2/en
WO2001022919A2,Spiro[bicyclic -azacycloalkyl and -cycloalkyl] derivatives and uses thereof ,"Merck & Co., Inc.",Jacob M. Hoffman,30/09/99,26/09/00,5/04/01,,https://patents.google.com/patent/WO2001022919A2/en
US6485972B1,WNT signalling in reproductive organs ,President And Fellows Of Harvard College,"Andrew P. McMahon, Brian A. Parr, Seppo Vaino",15/10/98,12/10/99,26/11/02,26/11/02,https://patents.google.com/patent/US6485972B1/en
US5849729A,Use of hydrolyzed cocoa butter for percutaneous absorption ,Hershey Foods Corporation,"Barry L. Zoumas, Stanley M. Tarka, J. Michael McKim, Bryan J. Simmons, James G. Marks, Jr., Michael Santanna",26/12/95,26/12/95,15/12/98,15/12/98,https://patents.google.com/patent/US5849729A/en
US20070066568A1,"Treating renal disease, burns, wounds and spinal cord injury with selective androgen receptor modulators ","Dalton James T, Miller Duane D","James Dalton, Duane Miller",31/08/05,28/08/06,22/03/07,,https://patents.google.com/patent/US20070066568A1/en
US20070043108A1,Use of equol for ameliorating or preventing neuropsychiatric and neurodegenerative diseases or disorders ,"Lephart Edwin D, Lund Trent D, Setchell Kenneth D R, Handa Robert J","Edwin Lephart, Trent Lund, Kenneth Setchell, Robert Handa",29/10/02,18/08/06,22/02/07,,https://patents.google.com/patent/US20070043108A1/en
WO1988005308A1,Anti reproductive hormone ,Commonwealth Scientific And Industrial Research Or,"Robin Deshohn Gerald Rigby, Van Long Huynh, Ronald Milton Hoskinson, Phillip Edward Mattner",14/01/87,30/12/87,28/07/88,,https://patents.google.com/patent/WO1988005308A1/en
US5151429A,17β-acyl-4-aza-5α-androst-1-ene-3-ones as 5α reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,23/09/91,29/09/92,29/09/92,https://patents.google.com/patent/US5151429A/en
US5017378A,Intraorgan injection of biologically active compounds contained in slow-release microcapsules or microspheres ,The University Of Virginia Alumni Patents Foundation,"Terry L. Turner, Stuart S. Howards",1/05/89,1/05/89,21/05/91,21/05/91,https://patents.google.com/patent/US5017378A/en
US20030144635A1,Method to use transdermal administration of androgens to the adnexa of the eye ,Connor Charles Gerald,Charles Connor,30/01/02,30/01/02,31/07/03,,https://patents.google.com/patent/US20030144635A1/en
US6231885B1,Composition for controlled and sustained transdermal administration ,Permatec Technologie Ag,Dario Carrara,17/09/97,15/09/98,15/05/01,15/05/01,https://patents.google.com/patent/US6231885B1/en
US5228431A,Drug-free method for treatment of the scalp for therapeutic purposes ,Giarretto Ralph R,Ralph R. Giarretto,26/04/90,19/11/90,20/07/93,20/07/93,https://patents.google.com/patent/US5228431A/en
US7015253B2,Regimen for treating prostate tissue and surgical kit for use in the regimen ,"American Medical Systems, Inc.","M. Alejandro Sousa Escandon, Johann J. Neisz",10/07/01,9/07/02,21/03/06,21/03/06,https://patents.google.com/patent/US7015253B2/en
US4885289A,Alteration of character of male beard growth ,"Breuer Miklos M, Kaszynski Edwin G, Douglas Shander, Usdin Vera R, Lee Hermes V D","Miklos M. Breuer, Edwin G. Kaszynski, Douglas Shander, Vera R. Usdin, Hermes van der Lee",12/12/83,11/12/85,5/12/89,5/12/89,https://patents.google.com/patent/US4885289A/en
US4684635A,Compositions and methods for inhibiting the action of androgens ,Norman Orentreich,"Norman Orentreich, Jonathan R. Matias",11/05/84,27/03/86,4/08/87,4/08/87,https://patents.google.com/patent/US4684635A/en
US6187323B1,"Stable gel mixture in the form of a mixture of oleogel and aqueous gel, process for its preparation, pharmaceutical and cosmetic compositions comprising it, and use of the pharmaceutical compositions ","Zentrx, Inc.","Jean-Marc Aiache, Pascale Gauthier",3/06/98,3/12/98,13/02/01,13/02/01,https://patents.google.com/patent/US6187323B1/en
US7008633B2,Local regional chemotherapy and radiotherapy using in situ hydrogel ,"Board Of Regents, The University Of Texas System","David J. Yang, Dong-Fang Yu, Ali Azhdarinia, Tommy L. Lee, E. Edmund Kim",18/12/00,18/12/01,7/03/06,7/03/06,https://patents.google.com/patent/US7008633B2/en
US4894229A,Carrier-bound immunogenic determinants and carrier therefor ,South African Inventions Development Corporation,"Alfred Polson, Kirsten J. Van der Merwe",17/07/81,21/04/86,16/01/90,16/01/90,https://patents.google.com/patent/US4894229A/en
WO1995007926A1,Androstenones ,Glaxo Wellcome Inc.,"Kenneth William Batchelor, Stephen Vernon Frye",17/09/93,16/09/94,23/03/95,,https://patents.google.com/patent/WO1995007926A1/en
US5595985A,Combination therapy for prophylaxis and/or treatment of benign prostatic hyperplasia ,Endorecherche Inc.,Fernand Labrie,10/03/89,15/12/93,21/01/97,21/01/97,https://patents.google.com/patent/US5595985A/en
US5750108A,Hair treatment system and kit for invigorating hair growth ,"Regenix Marketing Systems, Inc.",William Thomas Edwards,18/09/95,31/03/97,12/05/98,12/05/98,https://patents.google.com/patent/US5750108A/en
US4563351A,Self-gelling therapeutic compositions for topical application ,Forsyth Dental Infirmary For Children,"Vera B. Caslavsky, Poul Gron",1/08/83,6/06/84,7/01/86,7/01/86,https://patents.google.com/patent/US4563351A/en
US5837268A,GnRH-leukotoxin chimeras ,University Of Saskatchewan,"Andrew A. Potter, John G. Manns",16/10/91,9/08/96,17/11/98,17/11/98,https://patents.google.com/patent/US5837268A/en
US6187750B1,Method of hormone treatment for patients with symptoms consistent with multiple sclerosis ,"Everyoung Technologies, Inc.",Edmund Y. M. Chein,25/08/99,25/08/99,13/02/01,13/02/01,https://patents.google.com/patent/US6187750B1/en
US5792330A,Lanthanide metal cations for concurrent detection and separation in capillary electrophoresis ,"Board Of Regents, The University Of Texas System","J. R. Petersen, Mohammad Amin Abubaker, M. G. Bissell",31/05/95,31/05/95,11/08/98,11/08/98,https://patents.google.com/patent/US5792330A/en
US20110251167A1,Oral testosterone ester formulations and methods of treating testosterone deficiency comprising same ,"Clarus Therapeutics, Inc.","Robert E. Dudley, Panayiotis P. Constantinides",12/04/10,12/04/10,13/10/11,,https://patents.google.com/patent/US20110251167A1/en
WO2007070695A2,Flux-enabling compositions and methods for dermal delivery of drugs ,"Zars, Inc.","Jie Zhang, Kevin S. Warner, Sanjay Sharma",14/12/05,14/12/06,21/06/07,,https://patents.google.com/patent/WO2007070695A2/en
WO1995028405A1,Bicyclic thiophene derivatives and use as gonadotropin releasing hormone antagonists ,"Takeda Chemical Industries, Ltd.","Shuichi Furuya, Nobuo Choh, Koichi Kato, Shuji Hinuma",19/04/94,14/04/95,26/10/95,,https://patents.google.com/patent/WO1995028405A1/en
WO1986001105A1,Pharmaceutical composition for combination therapy of hormone dependent cancers ,Fernand Labrie,"Fernand Labrie, Alain Belanger, André Dupont",2/08/84,2/08/85,27/02/86,,https://patents.google.com/patent/WO1986001105A1/en
EP0285383A2,Treatment of prostatic carcinoma with 17beta-n-monosubstituted-carbamoyl-4-aza-5alpha-androst-1-en-3-ones ,"Merck &amp; Co., Inc.","Gary H. Rasmusson, Glen F. Reynolds",3/04/87,30/03/88,5/10/88,,https://patents.google.com/patent/EP0285383A2/en
US5324512A,[Gln']-luteinizing hormone releasing hormone conjugate of tetanus vaccine and its uses ,The Population Council,"Anna E. Ladd, Rosemarie B. Thau, Yun-Yen Tsong",26/12/90,26/12/90,28/06/94,28/06/94,https://patents.google.com/patent/US5324512A/en
WO2005097980A2,New protocols for making hepatocytes from embryonic stem cells ,Geron Corporation,"Ramkumar Mandalam, Saadia Faouzi, Isabelle Nadeau-Demers, Kristina Bonham, Namitha Rao, Melissa K. Carpentier, Lakshmi Rambhatla, Choy-Pik Chiu",26/03/04,24/03/05,20/10/05,,https://patents.google.com/patent/WO2005097980A2/en
US5120742A,17 β-acyl-4-aza-5 α-androst-1-ene-3-ones as 5 α-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,9/04/91,9/06/92,9/06/92,https://patents.google.com/patent/US5120742A/en
US3828106A,Novel oral pharmaceutical dosage form ,Biolog Concepts Inc,H Rudel,3/01/72,3/01/72,6/08/74,6/08/74,https://patents.google.com/patent/US3828106A/en
US20030082575A1,In vivo incorporation of unnatural amino acids ,The Scripps Research Institute,"Peter Schultz, Lei Wang, John Anderson, Jason Chin, David Liu, Thomas Magliery, Eric Meggers, Ryan Mehl, Miro Pastrnak, Stephen Santoro, Zhiwen Zhang",19/04/01,19/04/02,1/05/03,,https://patents.google.com/patent/US20030082575A1/en
US20060210657A1,"Compositions and methods for prostate and kidney health and disorders, an herbal preparation ",Chou Wen H,Wen Chou,17/07/01,6/03/06,21/09/06,,https://patents.google.com/patent/US20060210657A1/en
US20070123563A1,Selective androgen receptor modulators and method of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",24/08/00,17/08/06,31/05/07,,https://patents.google.com/patent/US20070123563A1/en
US20080280276A1,Virtual reality tools and techniques for measuring cognitive ability and cognitive impairment ,Oregon Health & Science University And Oregon Research Institute,"Jacob Raber, Dean Inman",9/05/07,30/07/07,13/11/08,,https://patents.google.com/patent/US20080280276A1/en
US20010008638A1,Nutritional supplement comprising at least one prohormone and at least one anti-estrogen compound in a time-release dosage form ,Brian J. Wilding,Brian J. Wilding,14/07/99,14/07/99,19/07/01,,https://patents.google.com/patent/US20010008638A1/en
US20010020002A1,"Androgen activity antagonists as therapies for anorexia, anorexia nervosa and disorders characterized by a pathologically underweight condition ",Vela Pharmaceuticals Inc.,"Seth Lederman, Donald Landry",28/08/97,13/04/01,6/09/01,,https://patents.google.com/patent/US20010020002A1/en
US20090215111A1,Analysis of steroid hormones in thin tissue sections ,"Veenstra Timothy D, Xia Xu, Josip Blonder, Johann Jr Donald J, Ziegler Regina G","Timothy D. Veenstra, Xia Xu, Josip Blonder, Donald J. Johann, JR., Regina G. Ziegler",7/06/05,17/11/08,27/08/09,,https://patents.google.com/patent/US20090215111A1/en
US20070088012A1,Method of treating or preventing type-2 diabetes ,Woun Seo,Woun Seo,8/04/05,6/04/06,19/04/07,,https://patents.google.com/patent/US20070088012A1/en
US20070287688A1,Pharmaceutical Compositions for Topical Application ,Macro Chem Corporation,"Thomas Chan, Scott Krauser",11/07/03,9/07/04,13/12/07,,https://patents.google.com/patent/US20070287688A1/en
US20100059671A1,Methods for detecting dehydroepiandrosterone by mass spectrometry ,Quest Diagnostics Investments Incorporated,"Amit Ghoshal, Nigel J. Clarke, Richard E. Reitz",9/09/08,9/09/08,11/03/10,,https://patents.google.com/patent/US20100059671A1/en
EP0314199A1,17 Beta-substituted-4-aza-5 alpha-androstenones and their use as 5 alpha-reductase inhibitors ,"Merck &amp; Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,20/02/85,3/05/89,,https://patents.google.com/patent/EP0314199A1/en
US20040052727A1,Radiolableled selective androgen receptor modulators andtheir use in prostate cancer imaging and therapy ,"Dalton James T., Miller Duane D., Kirkovsky Leonid I., Arnab Mukherjee","James Dalton, Duane Miller, Leonid Kirkovsky, Arnab Mukherjee",28/02/02,24/02/03,18/03/04,,https://patents.google.com/patent/US20040052727A1/en
US20030108629A1,"Compositions and methods for prostate and kidney health and disorders, an herbal preparation ",Chou Wen Hsien,Wen Chou,17/07/01,16/07/02,12/06/03,,https://patents.google.com/patent/US20030108629A1/en
US4888336A,Steroid 5-alpha-reductase inhibitors ,Smithkline Beckman Corporation,"Dennis A. Holt, Mark A. Levy, Brian W. Metcalf",28/01/87,28/01/87,19/12/89,19/12/89,https://patents.google.com/patent/US4888336A/en
EP0271219A1,Topical pharmaceutical composition containing 17-beta-methoxycarbonyl-4-methyl-4-aza-5-alpha-androst-1-en-3-one ,"Merck &amp; Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",20/11/86,11/11/87,15/06/88,,https://patents.google.com/patent/EP0271219A1/en
US6562363B1,Bioadhesive compositions and methods for topical administration of active agents ,"Noven Pharmaceuticals, Inc.","Juan Mantelle, David Houze, David Kanios",26/09/97,28/09/98,13/05/03,13/05/03,https://patents.google.com/patent/US6562363B1/en
US6642274B1,Methods and compositions for preventing and treating prostate disorders ,Gary W. Neal,Gary W. Neal,9/09/99,8/09/00,4/11/03,4/11/03,https://patents.google.com/patent/US6642274B1/en
US4322416A,10-Alkynyl steroids ,Merrell Dow Pharmaceuticals Inc.,"Brian W. Metcalf, J. O'Neal Johnston",27/06/80,27/04/81,30/03/82,30/03/82,https://patents.google.com/patent/US4322416A/en
US20080261937A1,Pharmaceutical compositions and method for treating pediatric hypogonadism ,"Dudley Robert E, Alan Rogol, Janet Benesh, Zumbrunnen Troy L, Gregg Pratt, Brennan John J, Hjalmar Lagast","Robert E. Dudley, Alan Rogol, Janet Benesh, Troy L. Zumbrunnen, Gregg Pratt, John J. Brennan, Hjalmar Lagast",23/03/07,20/03/08,23/10/08,,https://patents.google.com/patent/US20080261937A1/en
WO2009082437A2,Selective androgen receptor modulators (sarms) and uses thereof ,Ligand Pharmaceuticals Incorporated,Lin Zhi,21/12/07,12/12/08,2/07/09,,https://patents.google.com/patent/WO2009082437A2/en
US3262949A,7-methyl androstane compounds ,Syntex Corp,"Howard J Ringold, Rosenkranz George",13/11/56,12/11/57,26/07/66,26/07/66,https://patents.google.com/patent/US3262949A/en
US20070088039A1,Hexahydroimidazopyrazin-3-one compounds useful as modulators of androgen receptor function ,Bristol-Myers Squibb Company,"James Balog, Mark Salvati, Brian Fink",14/10/05,12/10/06,19/04/07,,https://patents.google.com/patent/US20070088039A1/en
US5215894A,Biological process for producing 17β-N-monosubstituted carbamoyl-11-oxo-4-aza-5-α-androst-3-one testosterone-5-α reductase inhibitors ,"Merck & Co., Inc.","Byron H. Arison, Josephine R. Carlin, Edamanal S. Venkataramani",25/02/92,25/02/92,1/06/93,1/06/93,https://patents.google.com/patent/US5215894A/en
US20030105106A1,5-HT receptor ligands and uses thereof ,"Phoebe Chiang, Novomisle William A., Welch Willard M.","Phoebe Chiang, William Novomisle, Willard Welch",21/06/01,28/05/02,5/06/03,,https://patents.google.com/patent/US20030105106A1/en
US5972921A,Use of an aromatase inhibitor in the treatment of decreased androgen to estrogen ratio and detrusor urethral sphincter dyssynergia in men ,Hormos Medical Oy Ltd.,"Risto Santti, Antti Talo, Tomi Streng, Kaija Halonen, Lauri Kangas, Risto Lammintausta",12/12/97,12/12/97,26/10/99,26/10/99,https://patents.google.com/patent/US5972921A/en
US4512986A,Progrestationally active steroids ,Research Triangle Institute,"Jerry R. Reel, Clarence E. Cook",26/07/83,26/07/83,23/04/85,23/04/85,https://patents.google.com/patent/US4512986A/en
WO1991012261A1,17β-SUBSTITUTED-4-AZA-5α-ANDROSTAN-3-ONE DERIVATIVES AND PROCESS FOR THEIR PREPARATION ,Farmitalia Carlo Erba S.R.L.,"Achille Panzeri, Salle Enrico Di, Marcella Nesi",9/02/90,6/02/91,22/08/91,,https://patents.google.com/patent/WO1991012261A1/en
US5064813A,Combination therapy for selected sex steroid dependent cancers ,Fernand Labrie,Fernand Labrie,2/08/84,9/11/89,12/11/91,12/11/91,https://patents.google.com/patent/US5064813A/en
US6953679B2,Method for the preparation of fused heterocyclic succinimide compounds and analogs thereof ,Bristol-Myers Squibb Company,"Mark E. Salvati, Toomas Mitt, Ramesh N. Patel, Ronald L. Hanson, David Brzozowski, Animesh Goswami, Linda Nga Hoong Chu, Wen-Sen Li, James H. Simpson, Michael J. Totleben, Weixuan He",19/09/00,19/12/01,11/10/05,11/10/05,https://patents.google.com/patent/US6953679B2/en
US4990443A,Hapten-protein conjugates and methods of use in immunoassays ,Boehringer Mannheim Gmbh,"Erasmus Huber, Christian Klein, Gunter Pappert, Klaus Hallermayer",25/01/88,24/01/89,5/02/91,5/02/91,https://patents.google.com/patent/US4990443A/en
US5620993A,Alpha-1a adrenergic receptor antagonists ,"Merck & Co., Inc.","Michael A. Patane, Mark G. Bock, Roger M. Friedinger",7/06/95,7/06/95,15/04/97,15/04/97,https://patents.google.com/patent/US5620993A/en
US4622218A,Testicular-specific drug delivery ,University Of Florida,Nicholas S. Bodor,18/05/82,15/03/83,11/11/86,11/11/86,https://patents.google.com/patent/US4622218A/en
US5994334A,Androgen synthesis inhibitors ,University Of Maryland,"Angela Brodie, Yangzhi Ling",5/02/97,5/02/97,30/11/99,30/11/99,https://patents.google.com/patent/US5994334A/en
US4849220A,Use of boron supplements to increase in vivo production of hydroxylated steroids ,The United States Of America As Represented By The Secretary Of Agriculture,"Forrest H. Nielsen, Curtiss D. Hunt",20/04/88,20/04/88,18/07/89,18/07/89,https://patents.google.com/patent/US4849220A/en
US20120128683A1,Autism treatment ,Shantha Totada R,Totada R. Shantha,22/11/11,22/11/11,24/05/12,,https://patents.google.com/patent/US20120128683A1/en
US2109400A,Esters of testosterone and process of making same ,Soc Of Chemical Ind,"Miescher Karl, Wettstein Albert, Scholz Caesar",5/10/35,8/09/36,22/02/38,22/02/38,https://patents.google.com/patent/US2109400A/en
WO2006064197A2,Transgenic animals for assessing drug metabolism and toxicity ,Iti Scotland Limited,"Charles Roland Wolf, Nico Scheer, Nicole Faust",13/12/04,13/12/05,22/06/06,,https://patents.google.com/patent/WO2006064197A2/en
WO2008042571A2,Substituted indole compounds ,Smithkline Beecham Corporation,"Rodolfo Cadilla, Andrew Larkin, Darryl Lynn Mcdougald, Amarjit Sab Randhawa, John A. Ray, Katherine Stetson, Eugene L. Stewart, Philip Stewart Turnbull, Huiqiang Zhou",29/09/06,13/09/07,10/04/08,,https://patents.google.com/patent/WO2008042571A2/en
WO1998006404A1,"Combinations for hormone replacement therapy containing a natural oestrogen, a natural progestogen and a natural androgen ",The Reproductive Medicine Trust,"Adam Henry Carey, Beverly Jane Carey",9/08/96,8/08/97,19/02/98,,https://patents.google.com/patent/WO1998006404A1/en
US5817649A,Combination therapy for the prophylaxis and/or treatment of benign prostatic hyperplasia ,"Endorecherche, Inc.",Fernand Labrie,7/07/89,7/06/95,6/10/98,6/10/98,https://patents.google.com/patent/US5817649A/en
US20040018241A1,Bioadhesive compositions and methods for topical administration of active agents ,"Noven Pharmaceuticals, Inc.","David Houze, Juan Mantelle, David Kanios",26/09/97,13/05/03,29/01/04,,https://patents.google.com/patent/US20040018241A1/en
US20070292461A1,Oleaginous pharmaceutical and cosmetic foam ,Foamix Ltd.,"Dov Tamarkin, Doron Friedman, Meir Eini, Alex Besonov, Jorge Danziger, David Schuz, Tal Berman",4/08/03,12/01/07,20/12/07,,https://patents.google.com/patent/US20070292461A1/en
WO2001052837A2,"Use of at least a fatty ester for preparing a composition designed to inhibit 5-$g(a)-reductase activity, in pharmacology, in particular dermatology, in cosmetics and as food additive ",Laboratoires Pharmascience,"Philippe Msika, Antoine Piccirilli, Jacques Legrand",18/01/00,18/01/01,26/07/01,,https://patents.google.com/patent/WO2001052837A2/en
US5691307A,O6 -substituted guanine compositions and methods for depleting O6 ,"The United States Of America As Represented By The Department Of Health And Human Services, The Penn State Research Foundation, Arch Development Corporation","Robert C. Moschel, M. Eileen Dolan, Anthony E. Pegg, Mark G. McDougall, Mi-Young Chae",13/03/90,7/06/94,25/11/97,25/11/97,https://patents.google.com/patent/US5691307A/en
US20050176772A1,Pharmaceutically active compounds ,Pfizer Inc,"Andrew Calabrese, David Fradet, David Hepworth, Mark Lansdell",4/02/04,3/02/05,11/08/05,,https://patents.google.com/patent/US20050176772A1/en
WO2004005324A2,Peptide composition for treatment of sexual dysfunction ,"Palatin Technologies, Inc.","Shubh D. Sharma, Annette M. Shadiack, Wei Yang, Ramesh Rajpurohit",9/07/02,9/07/03,15/01/04,,https://patents.google.com/patent/WO2004005324A2/en
EP0155096A2,17 Beta-Substituted-4-aza-5-alpha-androstenones and their use as 5-alpha-reductase inhibitors ,"Merck &amp; Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,20/02/85,18/09/85,,https://patents.google.com/patent/EP0155096A2/en
US7060290B1,Phosphocholine linked prodrug derivatives ,"Supergen, Inc.","Bruce H. Morimoto, Peter L. Barker",18/02/99,16/02/00,13/06/06,13/06/06,https://patents.google.com/patent/US7060290B1/en
US20130295166A1,Testosterone formulations ,Ferring B.V.,"Arnaud Grenier, Dario N. Carrara",26/01/11,18/01/12,7/11/13,,https://patents.google.com/patent/US20130295166A1/en
US5376641A,Method for making a steroid water soluble ,"American Maize Technology, Inc.",Robert N. Ammeraal,15/08/88,16/07/93,27/12/94,27/12/94,https://patents.google.com/patent/US5376641A/en
WO1992020377A1,Skin permeation enhancer compositions using glycerol monolinoleate ,Alza Corporation,"Eun Soo Lee, Diane E. Nedberge, Su Il Yum",20/05/91,20/05/92,26/11/92,,https://patents.google.com/patent/WO1992020377A1/en
EP0285382A2,Treatment of androgenic alopecia with 17beta-n-monosubstituted-carbamoyl-4-aza-5alpha-androst-1-en-3-ones ,"Merck &amp; Co., Inc.","Gary H. Rasmusson, Glen F. Reynolds",3/04/87,30/03/88,5/10/88,,https://patents.google.com/patent/EP0285382A2/en
US20110190201A1,"Method, device, and kit for maintaining physiological levels of steroid hormone in a subject ",Searete Llc,"Roderick A. Hyde, Muriel Y. Ishikawa, Dennis J. Rivet, Elizabeth A. Sweeney, Lowell L. Wood, JR., Victoria Y.H. Wood",24/07/08,10/03/11,4/08/11,,https://patents.google.com/patent/US20110190201A1/en
US20050233962A1,Methods and compositions for preventing and treating male erectile dysfunction and female sexual arousal disorder ,"Lue Tom F, Ching-Shwun Lin, Kan Yuet W, Peter Carroll","Tom Lue, Ching-Shwun Lin, Yuet Kan, Peter Carroll",21/07/00,21/01/05,20/10/05,,https://patents.google.com/patent/US20050233962A1/en
US20120129773A1,Methods of treating autism and autism spectrum disorders ,"Geier Mark R, Geier David A","Mark R. GEIER, David A. GEIER",16/09/04,27/12/11,24/05/12,,https://patents.google.com/patent/US20120129773A1/en
US20120046264A1,Commercial scale production methods for transdermal hormone formulations ,"Biosante Pharmaceuticals, Inc.","Stephen Simes, Linda Lieb",17/08/10,17/08/11,23/02/12,,https://patents.google.com/patent/US20120046264A1/en
US20090136555A1,Process for the preparation of a hot-melt extruded laminate ,"Crowley Michael M, Keen Justin M, Koleng John J, Feng Zhang","Michael M. Crowley, Justin M. Keen, John J. Koleng, Feng Zhang",24/03/06,22/03/07,28/05/09,,https://patents.google.com/patent/US20090136555A1/en
US20100076071A1,Use of equol for treating skin diseases ,"Edwin Douglas Lephart, Lund Trent D, Kenneth David Reginald Setchell, Handa Robert J","Edwin Douglas Lephart, Trent D. Lund, Kenneth David Reginald Setchell, Robert J. Handa",24/07/02,31/07/09,25/03/10,,https://patents.google.com/patent/US20100076071A1/en
US20060142257A1,Male contraceptive formulation comprising norethisterone ,"Eberhard Nieschlag, Axel Kamischke, Michael Oettel, Alexander Ruebig, Ekkerhard Schillinger, Ursula-Friederike Habenicht","Eberhard Nieschlag, Axel Kamischke, Michael Oettel, Alexander Ruebig, Ekkerhard Schillinger, Ursula-Friederike Habenicht",19/01/01,17/02/06,29/06/06,,https://patents.google.com/patent/US20060142257A1/en
US20020107230A1,Methods and formulations for the treatment of female sexual dysfunction ,"Waldon R. Forrest, Leonard Thomas W.","R. Waldon, Thomas Leonard",22/12/00,20/12/01,8/08/02,,https://patents.google.com/patent/US20020107230A1/en
WO2007015162A1,Piperidinoyl-pyrrolidine and piperidinoyl-piperidine compounds ,Pfizer Limited,"Mark David Andrews, Alan Daniel Brown, David Sebastien Fradet, Mark Ian Lansdell",4/08/05,26/07/06,8/02/07,,https://patents.google.com/patent/WO2007015162A1/en
US20040162467A1,Non-invasive transudate extraction ,Cook Christian John,Christian Cook,14/06/01,14/06/02,19/08/04,,https://patents.google.com/patent/US20040162467A1/en
US20050101517A1,Novel testosterone ester formulation for human use ,"Henrick De Nijs, Kersmaekers Wendy M., Schutte Stepanus C., Van Bruggen Johann G.C.","Henrick De Nijs, Wendy Kersmaekers, Stepanus Schutte, Johann Van Bruggen",23/08/00,17/08/01,12/05/05,,https://patents.google.com/patent/US20050101517A1/en
US6303137B1,Injectable implant ,Jenapharm Gmbh & Co. Kg,"Michael Dittgen, Sabine Fricke, Hagen Gerecke, Ines-Patricia Möller, Christoph Völkel",10/01/97,3/12/97,16/10/01,16/10/01,https://patents.google.com/patent/US6303137B1/en
US5733565A,Male contraceptive implant ,"The Population Council, Center For Biomedical Research","Alfred J. Moo-Young, Saleh I. Saleh",23/02/96,23/02/96,31/03/98,31/03/98,https://patents.google.com/patent/US5733565A/en
EP0089806A1,Assay for the free portion of substances in biological fluids ,AMERSHAM INTERNATIONAL plc,"John Cecil Charlton, John Edward Midgley, Terence Arthur Wilkins",22/03/82,16/03/83,28/09/83,,https://patents.google.com/patent/EP0089806A1/en
US5777134A,4-oxa and 4-thia steriods ,"Merck & Co., Inc.","Raman K. Bakshi, Gool F. Patel, Gary H. Rasmusson, Richard L. Tolman",26/10/95,24/10/96,7/07/98,7/07/98,https://patents.google.com/patent/US5777134A/en
